TABLEU,C1_AGE,C1_RANKING,C1_HANDNESS,C1_WEAPON,C2_AGE,C2_RANKING,C2_HANDNESS,C2_WEAPON,WINNER
16,38,483,0.0,2.0,23,9999999,0.0,2.0,0.0
16,23,458,0.0,2.0,44,9999999,0.0,2.0,0.0
16,26,153,0.0,2.0,33,518,0.0,2.0,1.0
16,30,9999999,0.0,2.0,36,9999999,0.0,2.0,1.0
16,28,9999999,0.0,2.0,28,9999999,0.0,2.0,1.0
8,27,20,0.0,1.0,38,483,0.0,2.0,0.0
8,36,9999999,0.0,2.0,28,9999999,0.0,2.0,0.0
4,27,20,0.0,1.0,23,458,0.0,2.0,0.0
32,33,6,0.0,1.0,33,297,1.0,1.0,1.0
32,26,85,1.0,1.0,32,16,1.0,1.0,1.0
32,24,19,0.0,1.0,35,2,0.0,1.0,0.0
32,36,41,0.0,1.0,27,26,1.0,1.0,1.0
32,30,39,0.0,1.0,34,9999999,1.0,1.0,1.0
32,37,14,1.0,1.0,30,60,1.0,1.0,0.0
32,24,145,0.0,1.0,34,299,0.0,1.0,0.0
32,25,56,1.0,1.0,27,9999999,0.0,1.0,0.0
32,29,30,1.0,1.0,30,10,0.0,1.0,0.0
32,29,9,0.0,1.0,28,266,0.0,1.0,0.0
32,26,5,0.0,1.0,24,8,0.0,1.0,1.0
32,27,11,0.0,1.0,30,9999999,0.0,1.0,1.0
32,33,25,0.0,1.0,35,7,1.0,1.0,1.0
32,33,9999999,0.0,1.0,24,335,1.0,1.0,0.0
32,29,29,0.0,1.0,25,3,1.0,1.0,0.0
16,33,297,1.0,1.0,32,16,1.0,1.0,0.0
16,24,19,0.0,1.0,27,26,1.0,1.0,0.0
16,37,14,1.0,1.0,24,145,0.0,1.0,0.0
16,25,56,1.0,1.0,29,30,1.0,1.0,1.0
16,29,9,0.0,1.0,24,8,0.0,1.0,0.0
16,30,9999999,0.0,1.0,35,7,1.0,1.0,1.0
16,33,9999999,0.0,1.0,29,29,0.0,1.0,1.0
8,33,297,1.0,1.0,24,19,0.0,1.0,1.0
8,34,9999999,1.0,1.0,37,14,1.0,1.0,1.0
8,29,30,1.0,1.0,29,9,0.0,1.0,0.0
8,35,7,1.0,1.0,29,29,0.0,1.0,1.0
4,24,19,0.0,1.0,37,14,1.0,1.0,0.0
4,29,30,1.0,1.0,29,29,0.0,1.0,1.0
2,24,19,0.0,1.0,29,29,0.0,1.0,1.0
32,28,21,0.0,1.0,31,183,0.0,1.0,0.0
32,27,7,0.0,1.0,24,40,1.0,1.0,0.0
32,26,2,0.0,1.0,34,16,1.0,1.0,0.0
32,28,1,0.0,1.0,30,44,0.0,1.0,0.0
32,26,50,0.0,1.0,26,14,0.0,1.0,1.0
32,29,9999999,0.0,1.0,42,60,1.0,1.0,1.0
32,28,41,0.0,1.0,24,3,0.0,1.0,0.0
32,44,9999999,0.0,1.0,26,9999999,0.0,1.0,0.0
32,25,47,0.0,1.0,35,27,0.0,1.0,1.0
32,33,9999999,1.0,1.0,33,9999999,0.0,1.0,0.0
32,29,63,0.0,2.0,31,9999999,1.0,1.0,0.0
32,37,11,1.0,1.0,31,46,0.0,1.0,1.0
32,26,33,0.0,1.0,29,13,0.0,1.0,1.0
32,21,18,0.0,1.0,36,43,0.0,1.0,1.0
16,27,7,0.0,1.0,26,2,0.0,1.0,1.0
16,28,1,0.0,1.0,26,14,0.0,1.0,0.0
16,42,60,1.0,1.0,28,41,0.0,1.0,1.0
16,44,9999999,0.0,1.0,35,27,0.0,1.0,1.0
16,29,63,0.0,2.0,31,46,0.0,1.0,0.0
16,29,13,0.0,1.0,36,43,0.0,1.0,1.0
8,28,1,0.0,1.0,28,41,0.0,1.0,0.0
8,29,63,0.0,2.0,36,43,0.0,1.0,1.0
4,26,2,0.0,1.0,28,1,0.0,1.0,1.0
2,28,1,0.0,1.0,36,43,0.0,1.0,1.0
32,38,9999999,1.0,1.0,22,9999999,1.0,1.0,0.0
32,21,99,0.0,1.0,25,9999999,1.0,1.0,0.0
32,25,89,1.0,1.0,31,9999999,0.0,1.0,1.0
32,34,9999999,1.0,1.0,32,82,1.0,1.0,1.0
32,24,275,0.0,1.0,25,9999999,0.0,1.0,0.0
32,25,9999999,0.0,1.0,20,476,0.0,1.0,1.0
32,26,300,1.0,1.0,24,9999999,0.0,1.0,0.0
32,25,9999999,0.0,1.0,28,118,0.0,1.0,1.0
32,31,22,0.0,1.0,21,107,0.0,1.0,0.0
32,23,345,0.0,1.0,27,9999999,1.0,1.0,1.0
32,28,216,0.0,1.0,24,134,0.0,1.0,0.0
32,29,496,1.0,1.0,24,9999999,1.0,1.0,1.0
32,23,210,1.0,1.0,20,245,0.0,1.0,0.0
32,29,9999999,1.0,1.0,27,265,0.0,1.0,1.0
32,21,106,0.0,1.0,41,313,0.0,1.0,0.0
32,20,9999999,0.0,1.0,25,61,0.0,1.0,1.0
16,38,9999999,1.0,1.0,21,99,0.0,1.0,0.0
16,31,9999999,0.0,1.0,32,82,1.0,1.0,1.0
16,24,275,0.0,1.0,20,476,0.0,1.0,0.0
16,26,300,1.0,1.0,28,118,0.0,1.0,1.0
16,31,22,0.0,1.0,27,9999999,1.0,1.0,0.0
16,28,216,0.0,1.0,24,9999999,1.0,1.0,0.0
16,23,210,1.0,1.0,27,265,0.0,1.0,1.0
16,21,106,0.0,1.0,25,61,0.0,1.0,1.0
8,38,9999999,1.0,1.0,32,82,1.0,1.0,1.0
8,24,275,0.0,1.0,28,118,0.0,1.0,1.0
8,31,22,0.0,1.0,28,216,0.0,1.0,0.0
8,27,265,0.0,1.0,25,61,0.0,1.0,1.0
4,32,82,1.0,1.0,28,118,0.0,1.0,0.0
4,31,22,0.0,1.0,25,61,0.0,1.0,0.0
2,32,82,1.0,1.0,31,22,0.0,1.0,1.0
32,25,124,0.0,1.0,23,9999999,1.0,1.0,0.0
32,29,9999999,1.0,1.0,29,9999999,0.0,2.0,1.0
32,36,9999999,0.0,1.0,32,9999999,1.0,1.0,0.0
32,22,9999999,1.0,1.0,25,9999999,1.0,1.0,1.0
32,25,9999999,0.0,1.0,25,9999999,0.0,1.0,1.0
32,30,31,0.0,1.0,35,9999999,0.0,1.0,0.0
32,26,284,0.0,1.0,31,118,0.0,1.0,1.0
32,34,308,0.0,1.0,19,9999999,0.0,1.0,0.0
32,34,9999999,0.0,1.0,25,667,1.0,1.0,1.0
32,28,168,0.0,1.0,25,322,0.0,1.0,1.0
32,22,212,0.0,1.0,35,69,0.0,1.0,1.0
32,35,9999999,0.0,1.0,19,37,0.0,1.0,0.0
32,33,369,0.0,1.0,34,9999999,0.0,1.0,1.0
32,24,9999999,0.0,1.0,34,394,0.0,1.0,1.0
32,23,648,0.0,1.0,22,57,0.0,1.0,1.0
16,25,124,0.0,1.0,29,9999999,0.0,2.0,0.0
16,36,9999999,0.0,1.0,25,9999999,1.0,1.0,0.0
16,30,31,0.0,1.0,31,118,0.0,1.0,0.0
16,34,308,0.0,1.0,25,667,1.0,1.0,1.0
16,25,322,0.0,1.0,35,69,0.0,1.0,0.0
16,35,9999999,0.0,1.0,34,9999999,0.0,1.0,1.0
16,34,394,0.0,1.0,22,57,0.0,1.0,1.0
8,25,124,0.0,1.0,36,9999999,0.0,1.0,0.0
8,25,667,1.0,1.0,25,322,0.0,1.0,1.0
8,34,9999999,0.0,1.0,22,57,0.0,1.0,0.0
4,25,124,0.0,1.0,30,31,0.0,1.0,0.0
4,25,322,0.0,1.0,34,9999999,0.0,1.0,1.0
2,25,124,0.0,1.0,34,9999999,0.0,1.0,1.0
16,26,9999999,0.0,2.0,21,413,0.0,2.0,0.0
16,19,9999999,0.0,2.0,25,9999999,0.0,2.0,1.0
16,24,9999999,0.0,2.0,35,9999999,0.0,2.0,0.0
16,19,291,0.0,2.0,30,9999999,0.0,2.0,0.0
16,20,141,0.0,2.0,23,9999999,0.0,2.0,0.0
16,18,90,0.0,2.0,23,401,0.0,2.0,0.0
16,20,439,0.0,2.0,24,219,0.0,2.0,1.0
8,26,9999999,0.0,2.0,25,9999999,0.0,2.0,0.0
8,19,291,0.0,2.0,20,141,0.0,2.0,1.0
8,18,90,0.0,2.0,24,219,0.0,2.0,1.0
4,26,9999999,0.0,2.0,24,9999999,0.0,2.0,1.0
4,20,141,0.0,2.0,24,219,0.0,2.0,1.0
2,24,9999999,0.0,2.0,24,219,0.0,2.0,0.0
32,33,6,0.0,1.0,24,335,1.0,1.0,1.0
32,25,56,1.0,1.0,37,14,1.0,1.0,1.0
32,35,7,1.0,1.0,33,25,0.0,1.0,0.0
32,35,2,0.0,1.0,27,26,1.0,1.0,0.0
32,29,9,0.0,1.0,33,297,1.0,1.0,0.0
32,28,102,0.0,1.0,33,9999999,0.0,1.0,1.0
32,26,4,0.0,1.0,32,9999999,0.0,1.0,0.0
32,33,27,0.0,1.0,34,299,0.0,1.0,1.0
32,29,1,0.0,1.0,29,30,1.0,1.0,0.0
32,28,44,0.0,1.0,28,17,1.0,1.0,0.0
32,30,39,0.0,1.0,34,9999999,0.0,1.0,1.0
32,29,18,1.0,1.0,24,19,0.0,1.0,0.0
32,34,9999999,1.0,1.0,25,33,1.0,1.0,1.0
32,28,62,0.0,1.0,25,3,1.0,1.0,0.0
16,24,335,1.0,1.0,37,14,1.0,1.0,1.0
16,35,7,1.0,1.0,35,2,0.0,1.0,0.0
16,29,9,0.0,1.0,33,9999999,0.0,1.0,0.0
16,26,4,0.0,1.0,34,299,0.0,1.0,0.0
16,29,1,0.0,1.0,28,44,0.0,1.0,0.0
16,25,33,1.0,1.0,28,62,0.0,1.0,1.0
8,37,14,1.0,1.0,35,7,1.0,1.0,1.0
8,29,9,0.0,1.0,26,4,0.0,1.0,1.0
4,35,7,1.0,1.0,26,4,0.0,1.0,0.0
32,35,3,0.0,0.0,36,52,0.0,0.0,0.0
32,32,275,0.0,0.0,36,17,0.0,0.0,1.0
32,29,198,0.0,0.0,27,73,1.0,0.0,1.0
32,24,194,1.0,0.0,25,6,0.0,0.0,1.0
32,37,509,0.0,0.0,23,1,1.0,0.0,0.0
32,29,9,0.0,0.0,33,9999999,0.0,0.0,0.0
32,32,14,1.0,0.0,35,9999999,1.0,0.0,1.0
32,24,25,0.0,0.0,26,12,0.0,0.0,1.0
32,40,29,0.0,0.0,30,82,0.0,0.0,1.0
32,31,11,1.0,0.0,36,9999999,0.0,0.0,0.0
32,30,244,0.0,0.0,24,7,1.0,0.0,1.0
32,30,260,0.0,0.0,30,27,0.0,0.0,1.0
32,28,4,0.0,0.0,28,19,0.0,0.0,1.0
32,30,38,0.0,0.0,35,9999999,0.0,0.0,0.0
32,26,30,0.0,0.0,31,87,0.0,0.0,1.0
32,33,10,0.0,0.0,29,2,0.0,0.0,1.0
16,35,3,0.0,0.0,36,17,0.0,0.0,0.0
16,27,73,1.0,0.0,25,6,0.0,0.0,1.0
16,37,509,0.0,0.0,29,9,0.0,0.0,1.0
16,35,9999999,1.0,0.0,26,12,0.0,0.0,0.0
16,30,82,0.0,0.0,31,11,1.0,0.0,1.0
16,24,7,1.0,0.0,30,27,0.0,0.0,1.0
16,28,19,0.0,0.0,30,38,0.0,0.0,1.0
16,31,87,0.0,0.0,29,2,0.0,0.0,1.0
8,35,3,0.0,0.0,25,6,0.0,0.0,1.0
8,29,9,0.0,0.0,35,9999999,1.0,0.0,0.0
8,31,11,1.0,0.0,30,27,0.0,0.0,1.0
8,30,38,0.0,0.0,29,2,0.0,0.0,1.0
4,25,6,0.0,0.0,29,9,0.0,0.0,0.0
4,30,27,0.0,0.0,29,2,0.0,0.0,1.0
2,25,6,0.0,0.0,29,2,0.0,0.0,1.0
32,33,29,1.0,0.0,25,18,0.0,0.0,0.0
32,26,19,0.0,0.0,26,9999999,0.0,0.0,1.0
32,32,9999999,0.0,1.0,23,127,1.0,0.0,0.0
32,24,68,0.0,0.0,30,8,1.0,0.0,1.0
32,28,12,1.0,0.0,20,37,0.0,0.0,0.0
32,27,36,0.0,0.0,25,53,0.0,0.0,1.0
32,36,40,0.0,0.0,22,13,0.0,0.0,0.0
32,29,4,0.0,0.0,30,9,1.0,0.0,0.0
32,33,2,0.0,0.0,25,191,0.0,0.0,0.0
32,29,41,0.0,0.0,28,33,0.0,0.0,0.0
32,31,9999999,0.0,0.0,29,82,0.0,0.0,1.0
32,27,9999999,0.0,0.0,28,14,0.0,0.0,0.0
32,30,17,0.0,0.0,28,63,0.0,0.0,0.0
32,30,9999999,0.0,0.0,25,6,1.0,0.0,1.0
32,23,3,0.0,0.0,26,80,0.0,0.0,0.0
32,30,38,1.0,0.0,28,1,0.0,0.0,1.0
16,33,29,1.0,0.0,26,9999999,0.0,0.0,0.0
16,32,9999999,0.0,1.0,30,8,1.0,0.0,1.0
16,28,12,1.0,0.0,25,53,0.0,0.0,1.0
16,36,40,0.0,0.0,29,4,0.0,0.0,0.0
16,33,2,0.0,0.0,29,41,0.0,0.0,0.0
16,29,82,0.0,0.0,27,9999999,0.0,0.0,0.0
16,30,17,0.0,0.0,25,6,1.0,0.0,1.0
16,23,3,0.0,0.0,28,1,0.0,0.0,1.0
8,33,29,1.0,0.0,30,8,1.0,0.0,0.0
8,25,53,0.0,0.0,36,40,0.0,0.0,1.0
8,33,2,0.0,0.0,29,82,0.0,0.0,0.0
8,25,6,1.0,0.0,28,1,0.0,0.0,1.0
4,33,29,1.0,0.0,36,40,0.0,0.0,1.0
4,33,2,0.0,0.0,28,1,0.0,0.0,0.0
2,36,40,0.0,0.0,33,2,0.0,0.0,1.0
32,24,29,0.0,2.0,29,13,0.0,2.0,1.0
32,30,9999999,1.0,2.0,33,1,0.0,2.0,1.0
32,26,9999999,0.0,2.0,36,92,0.0,2.0,0.0
32,26,28,0.0,2.0,26,9999999,1.0,2.0,1.0
32,33,167,0.0,2.0,26,38,1.0,2.0,0.0
32,27,9999999,0.0,2.0,33,9999999,0.0,2.0,1.0
32,28,8,0.0,2.0,32,53,1.0,2.0,0.0
32,30,77,0.0,2.0,35,212,0.0,2.0,0.0
32,25,34,0.0,2.0,29,149,1.0,2.0,0.0
32,27,30,0.0,2.0,30,14,1.0,2.0,1.0
32,24,9,1.0,2.0,33,9999999,0.0,2.0,0.0
32,36,9999999,0.0,2.0,33,6,1.0,2.0,1.0
32,25,266,1.0,2.0,28,11,0.0,2.0,1.0
32,27,16,0.0,2.0,36,9999999,0.0,2.0,0.0
32,23,9999999,0.0,2.0,36,3,1.0,2.0,0.0
16,29,13,0.0,2.0,33,1,0.0,2.0,0.0
16,26,9999999,0.0,2.0,26,9999999,1.0,2.0,1.0
16,33,167,0.0,2.0,33,9999999,0.0,2.0,0.0
16,30,77,0.0,2.0,25,34,0.0,2.0,0.0
16,30,14,1.0,2.0,24,9,1.0,2.0,1.0
16,33,6,1.0,2.0,28,11,0.0,2.0,1.0
16,27,16,0.0,2.0,23,9999999,0.0,2.0,0.0
8,29,13,0.0,2.0,26,9999999,1.0,2.0,1.0
8,33,167,0.0,2.0,28,8,0.0,2.0,1.0
8,30,77,0.0,2.0,24,9,1.0,2.0,0.0
8,28,11,0.0,2.0,27,16,0.0,2.0,1.0
4,26,9999999,1.0,2.0,28,8,0.0,2.0,0.0
4,30,77,0.0,2.0,27,16,0.0,2.0,1.0
2,26,9999999,1.0,2.0,27,16,0.0,2.0,0.0
32,36,43,0.0,1.0,29,114,0.0,1.0,0.0
32,26,95,1.0,1.0,37,9999999,0.0,1.0,1.0
32,27,7,0.0,1.0,26,33,0.0,1.0,1.0
32,35,9999999,1.0,1.0,35,230,1.0,1.0,1.0
32,44,9999999,0.0,1.0,28,94,0.0,1.0,0.0
32,24,105,0.0,1.0,33,9999999,1.0,1.0,1.0
32,29,13,0.0,1.0,32,9999999,0.0,1.0,1.0
32,24,30,0.0,1.0,24,3,0.0,1.0,0.0
32,28,1,0.0,1.0,38,9999999,1.0,1.0,0.0
32,33,9999999,0.0,1.0,26,14,0.0,1.0,1.0
32,29,9999999,0.0,1.0,28,20,1.0,1.0,1.0
32,27,56,0.0,2.0,34,16,1.0,1.0,1.0
32,29,63,0.0,2.0,36,270,0.0,1.0,1.0
32,24,32,1.0,1.0,31,46,0.0,1.0,1.0
32,25,47,0.0,1.0,34,222,1.0,1.0,1.0
16,36,43,0.0,1.0,37,9999999,0.0,1.0,0.0
16,26,33,0.0,1.0,35,230,1.0,1.0,0.0
16,44,9999999,0.0,1.0,33,9999999,1.0,1.0,0.0
16,32,9999999,0.0,1.0,24,30,0.0,1.0,1.0
16,28,1,0.0,1.0,26,14,0.0,1.0,0.0
16,28,20,1.0,1.0,34,16,1.0,1.0,0.0
16,36,270,0.0,1.0,31,46,0.0,1.0,1.0
8,36,43,0.0,1.0,26,33,0.0,1.0,0.0
8,44,9999999,0.0,1.0,24,30,0.0,1.0,0.0
8,28,1,0.0,1.0,28,20,1.0,1.0,0.0
4,36,43,0.0,1.0,44,9999999,0.0,1.0,0.0
32,36,9999999,0.0,2.0,30,236,0.0,2.0,0.0
32,47,9999999,1.0,2.0,33,225,0.0,2.0,1.0
32,35,58,0.0,2.0,36,89,0.0,2.0,1.0
32,24,84,0.0,2.0,35,37,0.0,2.0,1.0
32,34,18,0.0,2.0,27,7,1.0,2.0,1.0
32,29,224,0.0,2.0,30,42,0.0,2.0,0.0
32,37,887,0.0,2.0,31,68,0.0,2.0,1.0
32,31,341,0.0,2.0,25,14,0.0,2.0,0.0
32,40,9999999,1.0,2.0,24,71,1.0,2.0,0.0
32,42,9999999,0.0,2.0,40,9999999,1.0,2.0,1.0
32,37,179,0.0,2.0,41,9999999,0.0,2.0,1.0
32,35,9999999,0.0,2.0,34,5,0.0,2.0,1.0
32,38,2,0.0,2.0,26,74,0.0,2.0,0.0
32,23,45,0.0,2.0,32,9999999,1.0,2.0,1.0
32,36,25,1.0,2.0,27,9999999,0.0,2.0,1.0
32,36,9999999,1.0,2.0,34,9999999,1.0,2.0,0.0
16,36,9999999,0.0,2.0,33,225,0.0,2.0,1.0
16,36,89,0.0,2.0,35,37,0.0,2.0,1.0
16,27,7,1.0,2.0,29,224,0.0,2.0,0.0
16,31,68,0.0,2.0,31,341,0.0,2.0,1.0
16,40,9999999,1.0,2.0,40,9999999,1.0,2.0,1.0
16,41,9999999,0.0,2.0,34,5,0.0,2.0,0.0
16,38,2,0.0,2.0,32,9999999,1.0,2.0,1.0
16,27,9999999,0.0,2.0,36,9999999,1.0,2.0,1.0
8,33,225,0.0,2.0,35,37,0.0,2.0,1.0
8,27,7,1.0,2.0,31,341,0.0,2.0,1.0
8,40,9999999,1.0,2.0,41,9999999,0.0,2.0,1.0
8,32,9999999,1.0,2.0,36,9999999,1.0,2.0,1.0
4,35,37,0.0,2.0,31,341,0.0,2.0,1.0
4,41,9999999,0.0,2.0,36,9999999,1.0,2.0,0.0
2,31,341,0.0,2.0,41,9999999,0.0,2.0,0.0
32,33,9999999,0.0,2.0,38,9999999,0.0,2.0,1.0
32,24,57,0.0,2.0,29,9999999,0.0,2.0,1.0
32,37,9999999,0.0,2.0,23,568,0.0,2.0,1.0
32,29,9999999,0.0,2.0,20,9999999,0.0,2.0,0.0
32,36,9999999,0.0,2.0,27,199,0.0,2.0,1.0
32,23,9999999,0.0,2.0,39,9999999,0.0,2.0,0.0
32,22,172,0.0,2.0,23,9999999,0.0,2.0,0.0
32,24,9999999,0.0,2.0,24,83,0.0,2.0,0.0
32,26,468,0.0,2.0,30,255,0.0,2.0,0.0
32,30,773,0.0,2.0,19,335,0.0,2.0,0.0
32,27,9999999,0.0,2.0,27,9999999,1.0,2.0,1.0
32,25,635,1.0,2.0,34,9999999,0.0,2.0,0.0
32,30,9999999,0.0,2.0,47,9999999,0.0,2.0,1.0
32,34,9999999,0.0,2.0,21,9999999,0.0,2.0,1.0
16,30,33,1.0,2.0,38,9999999,0.0,2.0,0.0
16,29,9999999,0.0,2.0,23,568,0.0,2.0,0.0
16,29,9999999,0.0,2.0,27,199,0.0,2.0,1.0
16,23,9999999,0.0,2.0,22,172,0.0,2.0,1.0
16,24,9999999,0.0,2.0,26,468,0.0,2.0,1.0
16,30,773,0.0,2.0,27,9999999,1.0,2.0,1.0
16,25,635,1.0,2.0,47,9999999,0.0,2.0,0.0
16,21,9999999,0.0,2.0,28,9999999,0.0,2.0,0.0
8,30,33,1.0,2.0,29,9999999,0.0,2.0,0.0
8,27,199,0.0,2.0,22,172,0.0,2.0,0.0
8,26,468,0.0,2.0,27,9999999,1.0,2.0,1.0
8,25,635,1.0,2.0,21,9999999,0.0,2.0,0.0
4,30,33,1.0,2.0,27,199,0.0,2.0,0.0
4,27,9999999,1.0,2.0,25,635,1.0,2.0,1.0
2,30,33,1.0,2.0,25,635,1.0,2.0,0.0
32,22,9999999,0.0,0.0,23,226,0.0,0.0,1.0
32,30,9999999,0.0,0.0,31,9999999,0.0,0.0,0.0
32,25,60,0.0,0.0,28,9999999,0.0,0.0,0.0
32,23,9999999,0.0,0.0,31,451,0.0,0.0,1.0
32,37,9999999,0.0,0.0,23,285,0.0,0.0,0.0
32,26,9999999,1.0,0.0,27,161,0.0,0.0,0.0
32,27,200,0.0,0.0,32,387,0.0,0.0,0.0
32,27,9999999,0.0,0.0,18,85,0.0,0.0,1.0
32,24,9999999,0.0,0.0,24,9999999,1.0,0.0,1.0
32,26,131,0.0,0.0,46,9999999,0.0,0.0,0.0
16,27,9999999,1.0,0.0,23,226,0.0,0.0,1.0
16,30,9999999,0.0,0.0,26,305,0.0,0.0,0.0
16,25,60,0.0,0.0,31,451,0.0,0.0,0.0
16,37,9999999,0.0,0.0,29,142,0.0,0.0,1.0
16,27,9999999,0.0,0.0,26,9999999,1.0,0.0,0.0
16,27,200,0.0,0.0,18,85,0.0,0.0,0.0
16,26,131,0.0,0.0,28,34,0.0,0.0,0.0
8,23,226,0.0,0.0,30,9999999,0.0,0.0,1.0
8,25,60,0.0,0.0,29,142,0.0,0.0,1.0
8,27,9999999,0.0,0.0,27,200,0.0,0.0,1.0
4,30,9999999,0.0,0.0,29,142,0.0,0.0,0.0
32,22,9999999,0.0,0.0,23,226,0.0,0.0,1.0
32,30,9999999,0.0,0.0,31,9999999,0.0,0.0,0.0
32,25,60,0.0,0.0,28,9999999,0.0,0.0,0.0
32,23,9999999,0.0,0.0,31,451,0.0,0.0,1.0
32,37,9999999,0.0,0.0,23,285,0.0,0.0,0.0
32,26,9999999,1.0,0.0,27,161,0.0,0.0,0.0
32,27,200,0.0,0.0,32,387,0.0,0.0,0.0
32,27,9999999,0.0,0.0,18,85,0.0,0.0,1.0
32,24,9999999,0.0,0.0,24,9999999,1.0,0.0,1.0
32,26,131,0.0,0.0,46,9999999,0.0,0.0,0.0
16,27,9999999,1.0,0.0,23,226,0.0,0.0,1.0
16,30,9999999,0.0,0.0,26,305,0.0,0.0,0.0
16,25,60,0.0,0.0,31,451,0.0,0.0,0.0
16,37,9999999,0.0,0.0,29,142,0.0,0.0,1.0
16,27,9999999,0.0,0.0,26,9999999,1.0,0.0,0.0
16,27,200,0.0,0.0,18,85,0.0,0.0,0.0
16,26,131,0.0,0.0,28,34,0.0,0.0,0.0
8,23,226,0.0,0.0,30,9999999,0.0,0.0,1.0
8,25,60,0.0,0.0,29,142,0.0,0.0,1.0
8,27,9999999,0.0,0.0,27,200,0.0,0.0,1.0
4,30,9999999,0.0,0.0,29,142,0.0,0.0,0.0
32,46,9999999,0.0,2.0,35,138,0.0,2.0,0.0
32,40,854,0.0,2.0,28,166,0.0,2.0,0.0
32,31,40,0.0,2.0,24,202,0.0,2.0,0.0
32,37,887,0.0,2.0,26,153,0.0,2.0,0.0
32,33,4,1.0,2.0,33,125,0.0,2.0,0.0
32,33,336,0.0,2.0,27,9999999,0.0,2.0,0.0
32,26,170,0.0,2.0,31,659,0.0,2.0,1.0
32,32,164,0.0,2.0,29,9999999,0.0,2.0,0.0
32,22,245,0.0,2.0,27,9999999,0.0,2.0,0.0
32,35,104,0.0,2.0,31,81,0.0,2.0,1.0
32,31,9999999,0.0,2.0,25,9999999,0.0,2.0,0.0
32,30,54,0.0,2.0,32,94,0.0,2.0,1.0
32,22,9999999,1.0,2.0,27,41,1.0,2.0,1.0
16,46,9999999,0.0,2.0,40,854,0.0,2.0,1.0
16,31,40,0.0,2.0,37,887,0.0,2.0,0.0
16,32,217,0.0,2.0,33,4,1.0,2.0,1.0
16,33,336,0.0,2.0,31,659,0.0,2.0,0.0
16,32,164,0.0,2.0,22,245,0.0,2.0,0.0
16,31,9999999,0.0,2.0,37,9999999,0.0,2.0,1.0
16,32,94,0.0,2.0,27,41,1.0,2.0,0.0
8,40,854,0.0,2.0,31,40,0.0,2.0,1.0
8,33,4,1.0,2.0,33,336,0.0,2.0,0.0
8,32,164,0.0,2.0,31,81,0.0,2.0,0.0
8,37,9999999,0.0,2.0,32,94,0.0,2.0,1.0
4,31,40,0.0,2.0,33,4,1.0,2.0,1.0
4,32,164,0.0,2.0,32,94,0.0,2.0,0.0
2,33,4,1.0,2.0,32,164,0.0,2.0,0.0
32,26,14,0.0,1.0,24,9999999,0.0,1.0,0.0
32,27,192,0.0,1.0,25,89,1.0,1.0,1.0
32,29,13,0.0,1.0,25,142,0.0,1.0,0.0
32,43,9999999,0.0,1.0,28,86,0.0,1.0,1.0
32,30,187,1.0,1.0,28,216,0.0,1.0,0.0
32,30,168,0.0,1.0,30,150,1.0,1.0,0.0
32,24,38,0.0,1.0,21,80,0.0,1.0,1.0
32,24,9999999,0.0,1.0,28,118,0.0,1.0,1.0
32,35,9999999,1.0,1.0,27,84,0.0,1.0,0.0
32,24,9999999,0.0,1.0,23,8,1.0,1.0,1.0
32,21,139,0.0,1.0,31,9999999,0.0,1.0,0.0
32,23,165,1.0,1.0,32,82,1.0,1.0,1.0
32,31,22,0.0,1.0,30,163,0.0,1.0,0.0
32,31,9999999,0.0,1.0,24,3,0.0,1.0,1.0
16,26,14,0.0,1.0,25,89,1.0,1.0,0.0
16,29,13,0.0,1.0,28,86,0.0,1.0,0.0
16,24,102,0.0,1.0,30,187,1.0,1.0,0.0
16,21,80,0.0,1.0,28,118,0.0,1.0,1.0
16,35,9999999,1.0,1.0,23,8,1.0,1.0,1.0
16,21,139,0.0,1.0,32,82,1.0,1.0,0.0
16,31,22,0.0,1.0,24,3,0.0,1.0,1.0
8,26,14,0.0,1.0,29,13,0.0,1.0,1.0
8,28,118,0.0,1.0,23,8,1.0,1.0,0.0
8,21,139,0.0,1.0,24,3,0.0,1.0,1.0
4,28,118,0.0,1.0,24,3,0.0,1.0,1.0
2,29,13,0.0,1.0,24,3,0.0,1.0,1.0
32,33,9999999,0.0,0.0,33,9999999,0.0,0.0,0.0
32,34,9999999,0.0,0.0,24,66,0.0,0.0,1.0
32,30,9,1.0,0.0,24,115,0.0,0.0,0.0
32,32,377,0.0,0.0,21,117,0.0,0.0,1.0
32,33,39,1.0,1.0,27,9999999,1.0,0.0,0.0
32,30,9999999,0.0,0.0,38,46,0.0,0.0,1.0
32,27,163,0.0,0.0,37,9999999,0.0,0.0,0.0
32,26,131,0.0,0.0,24,9999999,0.0,0.0,1.0
32,28,10,0.0,0.0,29,9999999,0.0,0.0,0.0
32,29,140,0.0,0.0,30,9999999,0.0,0.0,0.0
32,23,9999999,0.0,0.0,22,9999999,0.0,0.0,1.0
32,27,381,0.0,0.0,29,114,0.0,0.0,0.0
32,29,102,0.0,0.0,30,9999999,0.0,0.0,1.0
32,25,155,0.0,0.0,31,100,0.0,0.0,1.0
32,30,353,1.0,0.0,33,29,1.0,0.0,1.0
16,33,9999999,0.0,0.0,24,66,0.0,0.0,0.0
16,30,9,1.0,0.0,21,117,0.0,0.0,0.0
16,33,39,1.0,1.0,38,46,0.0,0.0,1.0
16,27,163,0.0,0.0,24,9999999,0.0,0.0,1.0
